id_passageiro,modulo_estacao,classe_bilhete,nome_tripulante,idade,parentes_a_bordo,horas_treinamento,traje_pressurizado,tarifa_creditos,resgatado
1651,Comando,1,Ten. Tripulante_650,9.1,0,38.5,Sim,171.06,1
1652,Habitacao,2,Eng. Tripulante_651,21.7,1,91.9,Nao,113.62,0
1653,Habitacao,2,Eng. Tripulante_652,,0,1.7,Nao,119.42,0
1654,Habitacao,2,Dra. Tripulante_653,54.7,1,22.8,Sim,131.28,0
1655,Laboratorio,1,Passag. Tripulante_654,,1,13.5,Nao,171.14,0
1656,Comando,3,Eng. Tripulante_655,16.0,2,29.6,Nao,62.07,1
1657,Laboratorio,3,Passag. Tripulante_656,37.8,3,3.8,Nao,60.75,0
1658,Laboratorio,2,Passag. Tripulante_657,13.4,0,154.1,Nao,115.5,0
1659,Habitacao,2,Ten. Tripulante_658,45.0,1,12.6,Nao,120.74,0
1660,Habitacao,2,Passag. Tripulante_659,26.3,1,127.8,Nao,131.94,0
1661,Laboratorio,3,Eng. Tripulante_660,30.9,0,27.7,Nao,56.6,0
1662,Engenharia,3,Passag. Tripulante_661,47.9,0,211.8,Nao,66.8,1
1663,Habitacao,3,Ten. Tripulante_662,16.6,0,40.4,Sim,71.44,1
1664,Laboratorio,2,Passag. Tripulante_663,15.2,2,133.6,Nao,101.66,1
1665,Comando,3,Passag. Tripulante_664,25.0,1,0.3,Sim,61.66,1
1666,Laboratorio,3,Cap. Tripulante_665,44.5,1,69.0,Sim,63.2,0
1667,Laboratorio,2,Ten. Tripulante_666,13.8,3,116.7,Nao,112.04,0
1668,Laboratorio,3,Passag. Tripulante_667,1.0,2,7.5,Nao,71.92,0
1669,Laboratorio,1,Passag. Tripulante_668,26.6,2,5.1,Nao,168.39,0
1670,Laboratorio,3,Eng. Tripulante_669,38.6,1,27.6,Sim,64.45,0
1671,Laboratorio,2,Passag. Tripulante_670,46.4,1,135.7,Sim,124.28,1
1672,Engenharia,3,Eng. Tripulante_671,26.4,1,39.1,Sim,87.23,1
1673,Comando,3,Passag. Tripulante_672,27.1,0,37.5,Sim,86.39,1
1674,Habitacao,3,Ten. Tripulante_673,45.8,2,7.6,Nao,50.77,0
1675,Laboratorio,3,Passag. Tripulante_674,9.6,0,0.0,Sim,75.77,1
1676,Engenharia,2,Cap. Tripulante_675,27.3,1,83.1,Nao,118.22,0
1677,Comando,1,Eng. Tripulante_676,34.3,0,4.6,Sim,171.55,1
1678,Laboratorio,2,Dra. Tripulante_677,37.4,0,50.2,Nao,116.02,0
1679,Engenharia,1,Ten. Tripulante_678,,0,123.0,Sim,171.18,1
1680,Engenharia,3,Passag. Tripulante_679,32.4,1,11.7,Sim,71.51,1
1681,Engenharia,2,Cap. Tripulante_680,2.1,0,54.7,Sim,114.21,1
1682,Laboratorio,3,Passag. Tripulante_681,24.1,0,4.1,Nao,61.04,0
1683,Laboratorio,3,Dra. Tripulante_682,37.4,0,46.3,Nao,65.51,0
1684,Habitacao,3,Eng. Tripulante_683,20.2,1,9.0,Nao,72.34,0
1685,Engenharia,1,Eng. Tripulante_684,32.7,0,66.6,Nao,175.99,1
1686,Habitacao,3,Dra. Tripulante_685,37.4,1,17.9,Sim,78.53,1
1687,Habitacao,3,Ten. Tripulante_686,27.9,0,31.1,Nao,65.06,0
1688,Laboratorio,2,Eng. Tripulante_687,34.0,4,45.7,Nao,122.84,0
1689,Habitacao,3,Eng. Tripulante_688,20.4,0,9.4,Sim,79.63,1
1690,Laboratorio,3,Eng. Tripulante_689,29.5,3,67.7,Sim,81.66,0
1691,Laboratorio,1,Passag. Tripulante_690,39.3,0,18.0,Sim,169.41,1
1692,Laboratorio,3,Passag. Tripulante_691,33.9,3,54.3,Sim,67.79,1
1693,Habitacao,2,Dra. Tripulante_692,25.0,0,8.6,Nao,121.91,0
1694,Laboratorio,1,Eng. Tripulante_693,34.7,0,58.3,Sim,158.5,1
1695,Comando,2,Passag. Tripulante_694,40.6,1,6.9,Sim,118.06,1
1696,Habitacao,1,Passag. Tripulante_695,7.4,0,27.7,Sim,177.45,1
1697,Laboratorio,1,Passag. Tripulante_696,45.9,1,14.2,Nao,176.42,0
1698,Habitacao,1,Eng. Tripulante_697,28.0,1,69.0,Nao,167.3,1
1699,Laboratorio,3,Passag. Tripulante_698,37.1,2,15.2,Sim,72.18,1
1700,Habitacao,3,Passag. Tripulante_699,46.4,1,106.7,Sim,61.75,1
1701,Habitacao,3,Passag. Tripulante_700,15.5,0,111.2,Sim,77.03,1
1702,Comando,2,Passag. Tripulante_701,23.5,0,10.9,Nao,119.22,0
1703,Laboratorio,2,Ten. Tripulante_702,28.5,2,47.6,Sim,117.24,1
1704,Comando,3,Dra. Tripulante_703,22.6,1,4.6,Nao,66.38,1
1705,Comando,2,Passag. Tripulante_704,52.8,2,24.8,Nao,119.37,0
1706,Engenharia,1,Passag. Tripulante_705,,1,62.5,Nao,165.52,1
1707,Laboratorio,3,Ten. Tripulante_706,25.3,1,53.9,Sim,76.58,1
1708,Engenharia,2,Cap. Tripulante_707,34.5,0,49.0,Nao,116.05,0
1709,Laboratorio,3,Dra. Tripulante_708,17.6,0,16.6,Nao,85.93,0
1710,Habitacao,3,Cap. Tripulante_709,27.3,0,23.7,Sim,84.65,0
1711,Habitacao,1,Passag. Tripulante_710,35.8,1,5.4,Sim,161.08,1
1712,Habitacao,1,Passag. Tripulante_711,28.0,0,63.5,Sim,170.7,1
1713,Habitacao,3,Eng. Tripulante_712,30.9,2,35.0,Sim,63.49,1
1714,Laboratorio,2,Eng. Tripulante_713,25.6,0,61.7,Sim,116.73,1
1715,Laboratorio,1,Dra. Tripulante_714,13.8,2,14.3,Nao,190.02,1
1716,Engenharia,3,Cap. Tripulante_715,35.9,0,19.6,Nao,66.92,0
1717,Engenharia,1,Passag. Tripulante_716,53.1,0,20.3,Nao,173.6,0
1718,Engenharia,3,Passag. Tripulante_717,32.2,1,1.3,Sim,75.41,0
1719,Comando,3,Passag. Tripulante_718,34.7,0,20.9,Nao,59.99,0
1720,Habitacao,2,Dra. Tripulante_719,40.3,1,81.3,Sim,111.45,1
1721,Engenharia,1,Passag. Tripulante_720,16.8,0,113.8,Nao,157.94,1
1722,Laboratorio,1,Passag. Tripulante_721,52.4,0,36.5,Sim,161.14,1
1723,Comando,2,Passag. Tripulante_722,34.4,1,30.4,Sim,91.5,1
1724,Habitacao,1,Eng. Tripulante_723,51.6,0,1.6,Nao,175.45,0
1725,Habitacao,3,Eng. Tripulante_724,23.2,1,105.7,Sim,90.54,1
1726,Engenharia,1,Eng. Tripulante_725,53.8,2,0.7,Nao,171.48,0
1727,Comando,3,Dra. Tripulante_726,41.3,0,144.8,Nao,55.84,1
1728,Habitacao,3,Ten. Tripulante_727,38.6,3,33.6,Nao,63.57,0
1729,Laboratorio,3,Ten. Tripulante_728,34.8,0,20.9,Nao,65.41,0
1730,Laboratorio,3,Eng. Tripulante_729,29.0,1,129.0,Nao,59.82,1
1731,Laboratorio,2,Passag. Tripulante_730,46.4,1,1.2,Sim,128.6,1
1732,Engenharia,3,Eng. Tripulante_731,33.7,0,43.5,Nao,78.1,0
1733,Habitacao,3,Dra. Tripulante_732,,1,39.8,Nao,58.45,0
1734,Habitacao,2,Passag. Tripulante_733,,0,12.4,Sim,127.25,0
1735,Laboratorio,1,Passag. Tripulante_734,29.8,0,28.0,Sim,185.27,1
1736,Engenharia,3,Passag. Tripulante_735,35.7,2,52.8,Nao,89.03,0
1737,Laboratorio,2,Passag. Tripulante_736,31.3,0,64.9,Nao,148.65,0
1738,Engenharia,1,Passag. Tripulante_737,46.6,0,0.0,Nao,160.98,0
1739,Laboratorio,2,Passag. Tripulante_738,8.6,2,138.1,Sim,148.24,1
1740,Laboratorio,2,Dra. Tripulante_739,33.7,1,9.0,Nao,116.46,0
1741,Habitacao,3,Eng. Tripulante_740,10.2,1,13.3,Sim,64.08,1
1742,Laboratorio,3,Ten. Tripulante_741,41.1,0,15.3,Nao,73.27,0
1743,Habitacao,3,Ten. Tripulante_742,30.9,0,1.9,Nao,64.18,0
1744,Habitacao,1,Ten. Tripulante_743,37.0,2,6.6,Sim,173.99,1
1745,Laboratorio,2,Passag. Tripulante_744,21.6,2,214.7,Nao,106.8,0
1746,Engenharia,2,Passag. Tripulante_745,47.4,0,18.9,Nao,117.61,0
1747,Laboratorio,1,Passag. Tripulante_746,44.5,0,6.1,Nao,182.86,1
1748,Habitacao,2,Ten. Tripulante_747,39.0,1,5.7,Nao,119.43,0
1749,Engenharia,3,Passag. Tripulante_748,,0,63.6,Nao,71.42,1
1750,Habitacao,1,Passag. Tripulante_749,39.0,1,96.4,Nao,174.75,1
1751,Comando,3,Eng. Tripulante_750,23.5,0,14.8,Sim,81.71,1
1752,Engenharia,2,Passag. Tripulante_751,42.3,0,1.1,Sim,103.45,0
1753,Habitacao,1,Cap. Tripulante_752,51.8,1,12.6,Sim,175.85,1
1754,Laboratorio,2,Eng. Tripulante_753,44.8,1,2.9,Nao,117.32,0
1755,Comando,3,Passag. Tripulante_754,23.2,2,5.5,Nao,71.67,0
1756,Habitacao,3,Cap. Tripulante_755,36.3,1,28.2,Sim,80.6,1
1757,Habitacao,3,Eng. Tripulante_756,16.5,0,13.1,Nao,58.06,0
1758,Habitacao,2,Passag. Tripulante_757,38.9,1,36.3,Nao,109.87,0
1759,Engenharia,1,Passag. Tripulante_758,37.4,1,14.6,Nao,150.65,0
1760,Habitacao,3,Dra. Tripulante_759,,2,141.1,Sim,64.51,1
1761,Laboratorio,2,Ten. Tripulante_760,18.1,1,118.2,Nao,133.3,0
1762,Laboratorio,3,Dra. Tripulante_761,28.6,1,41.8,Sim,68.79,1
1763,Laboratorio,1,Passag. Tripulante_762,28.4,1,21.9,Sim,156.6,1
1764,Habitacao,2,Eng. Tripulante_763,17.5,0,24.0,Nao,115.14,0
1765,Comando,1,Ten. Tripulante_764,36.7,4,26.5,Sim,155.12,1
1766,Habitacao,2,Passag. Tripulante_765,35.0,1,65.0,Sim,108.75,1
1767,Habitacao,3,Passag. Tripulante_766,29.7,0,30.0,Nao,73.89,0
1768,Engenharia,2,Ten. Tripulante_767,22.9,0,97.2,Sim,108.26,1
1769,Laboratorio,2,Passag. Tripulante_768,44.6,0,144.2,Nao,131.13,0
1770,Engenharia,2,Passag. Tripulante_769,51.9,0,20.5,Sim,119.29,0
1771,Comando,2,Dra. Tripulante_770,,0,41.1,Sim,120.86,1
1772,Engenharia,3,Cap. Tripulante_771,24.7,0,5.0,Sim,67.22,0
1773,Comando,3,Passag. Tripulante_772,37.9,0,11.2,Sim,77.73,1
1774,Laboratorio,3,Eng. Tripulante_773,27.7,1,26.7,Nao,77.83,0
1775,Habitacao,3,Passag. Tripulante_774,30.3,0,11.5,Nao,73.35,0
1776,Comando,2,Eng. Tripulante_775,40.9,3,104.6,Nao,125.65,0
1777,Laboratorio,3,Dra. Tripulante_776,9.1,1,8.6,Nao,67.88,0
1778,Habitacao,2,Ten. Tripulante_777,47.8,0,30.4,Sim,125.42,1
1779,Habitacao,2,Eng. Tripulante_778,32.9,0,46.5,Nao,116.62,0
1780,Habitacao,3,Ten. Tripulante_779,27.1,1,58.9,Nao,70.02,0
1781,Habitacao,1,Dra. Tripulante_780,30.9,0,24.1,Nao,167.25,1
1782,Habitacao,3,Passag. Tripulante_781,,0,101.7,Sim,65.43,1
1783,Laboratorio,2,Passag. Tripulante_782,11.2,2,42.0,Nao,113.11,0
1784,Laboratorio,3,Passag. Tripulante_783,49.9,1,28.9,Nao,74.68,0
1785,Laboratorio,3,Passag. Tripulante_784,32.5,1,3.5,Sim,83.11,1
1786,Engenharia,3,Ten. Tripulante_785,37.3,1,31.2,Nao,81.71,0
1787,Habitacao,3,Passag. Tripulante_786,43.4,1,85.9,Sim,57.43,0
1788,Laboratorio,3,Ten. Tripulante_787,19.7,0,47.7,Nao,82.89,0
1789,Habitacao,1,Passag. Tripulante_788,37.7,0,89.2,Nao,166.82,0
1790,Engenharia,3,Passag. Tripulante_789,28.8,1,34.1,Nao,76.01,0
1791,Laboratorio,1,Passag. Tripulante_790,42.2,1,6.3,Nao,160.94,0
1792,Habitacao,3,Passag. Tripulante_791,6.5,2,0.7,Sim,71.42,1
1793,Habitacao,3,Passag. Tripulante_792,30.8,2,18.1,Nao,73.14,0
1794,Habitacao,3,Cap. Tripulante_793,24.8,1,59.9,Nao,55.15,0
1795,Comando,1,Eng. Tripulante_794,37.2,1,78.1,Sim,176.08,1
1796,Engenharia,1,Passag. Tripulante_795,37.6,0,17.5,Nao,183.46,0
1797,Engenharia,3,Dra. Tripulante_796,23.5,0,34.2,Nao,68.25,0
1798,Habitacao,1,Passag. Tripulante_797,23.5,1,27.3,Sim,183.6,1
1799,Habitacao,1,Passag. Tripulante_798,30.7,2,26.4,Sim,168.1,1
1800,Engenharia,1,Ten. Tripulante_799,21.2,1,13.2,Sim,178.5,1
1801,Habitacao,3,Passag. Tripulante_800,42.1,0,7.3,Nao,47.81,0
1802,Laboratorio,3,Passag. Tripulante_801,27.6,3,11.0,Nao,94.19,1
1803,Habitacao,2,Passag. Tripulante_802,1.0,0,2.8,Nao,134.95,0
1804,Habitacao,2,Passag. Tripulante_803,27.5,0,11.0,Nao,117.15,0
1805,Laboratorio,2,Passag. Tripulante_804,19.5,0,0.5,Nao,100.28,0
1806,Habitacao,3,Passag. Tripulante_805,12.4,0,49.3,Nao,72.88,1
1807,Engenharia,3,Passag. Tripulante_806,17.2,1,19.0,Sim,55.56,1
1808,Engenharia,1,Ten. Tripulante_807,,1,180.9,Nao,174.45,1
1809,Habitacao,1,Eng. Tripulante_808,47.9,1,10.8,Nao,174.12,0
1810,Comando,1,Passag. Tripulante_809,35.8,0,21.2,Nao,160.59,1
1811,Engenharia,3,Ten. Tripulante_810,24.7,0,22.1,Nao,81.21,0
1812,Engenharia,3,Passag. Tripulante_811,37.5,2,0.4,Sim,78.06,1
1813,Comando,2,Passag. Tripulante_812,26.5,0,91.4,Nao,129.76,1
1814,Engenharia,1,Ten. Tripulante_813,23.7,1,1.6,Sim,170.09,1
1815,Engenharia,1,Passag. Tripulante_814,18.1,0,140.8,Nao,155.84,1
1816,Habitacao,3,Passag. Tripulante_815,11.0,2,111.3,Sim,79.78,1
1817,Habitacao,2,Eng. Tripulante_816,27.3,0,38.3,Nao,117.3,0
1818,Laboratorio,3,Dra. Tripulante_817,33.9,1,39.2,Sim,56.1,1
1819,Comando,3,Dra. Tripulante_818,30.8,0,53.0,Sim,83.52,1
1820,Laboratorio,2,Eng. Tripulante_819,,2,24.5,Sim,140.99,1
1821,Engenharia,2,Passag. Tripulante_820,20.7,2,52.1,Sim,119.59,0
1822,Comando,1,Ten. Tripulante_821,39.3,1,2.3,Sim,191.59,1
1823,Laboratorio,3,Passag. Tripulante_822,16.2,0,2.8,Nao,70.91,0
1824,Laboratorio,3,Ten. Tripulante_823,,1,30.6,Nao,66.2,0
1825,Habitacao,3,Eng. Tripulante_824,20.0,0,39.9,Sim,63.7,1
1826,Engenharia,3,Passag. Tripulante_825,23.0,0,109.4,Sim,86.37,1
1827,Laboratorio,1,Passag. Tripulante_826,14.4,1,5.5,Nao,162.2,1
1828,Laboratorio,3,Dra. Tripulante_827,,2,86.5,Nao,77.35,0
1829,Habitacao,3,Eng. Tripulante_828,43.7,0,11.8,Nao,64.41,0
1830,Habitacao,2,Dra. Tripulante_829,38.2,0,25.1,Nao,115.4,0
1831,Laboratorio,3,Eng. Tripulante_830,43.7,0,19.0,Sim,80.3,0
1832,Habitacao,3,Passag. Tripulante_831,38.3,0,25.6,Sim,66.2,1
1833,Comando,3,Ten. Tripulante_832,18.8,3,8.2,Sim,65.95,1
1834,Laboratorio,3,Cap. Tripulante_833,28.0,1,35.0,Nao,81.33,0
1835,Habitacao,3,Eng. Tripulante_834,,0,80.9,Nao,85.97,0
1836,Laboratorio,3,Passag. Tripulante_835,48.0,2,29.1,Nao,76.45,0
1837,Engenharia,1,Passag. Tripulante_836,17.6,0,33.7,Sim,163.45,1
1838,Laboratorio,2,Dra. Tripulante_837,42.7,0,94.4,Sim,114.89,1
1839,Habitacao,3,Passag. Tripulante_838,42.7,1,61.2,Sim,70.8,1
1840,Habitacao,2,Eng. Tripulante_839,54.0,1,33.7,Nao,123.21,0
1841,Comando,2,Eng. Tripulante_840,27.1,0,14.9,Sim,110.12,1
1842,Habitacao,2,Passag. Tripulante_841,,1,108.1,Nao,127.23,0
1843,Laboratorio,2,Passag. Tripulante_842,59.4,0,43.0,Sim,120.86,1
1844,Engenharia,3,Passag. Tripulante_843,24.6,4,12.5,Nao,52.84,0
1845,Comando,3,Passag. Tripulante_844,,2,15.7,Nao,60.71,0
1846,Laboratorio,2,Eng. Tripulante_845,,0,81.3,Nao,114.96,1
1847,Comando,1,Passag. Tripulante_846,40.6,0,2.3,Nao,169.27,1
1848,Engenharia,1,Cap. Tripulante_847,9.4,1,242.0,Nao,188.89,1
1849,Habitacao,3,Passag. Tripulante_848,,1,7.0,Nao,72.38,0
1850,Habitacao,3,Eng. Tripulante_849,37.2,0,79.5,Nao,61.59,1
1851,Comando,2,Passag. Tripulante_850,34.2,1,25.1,Nao,122.21,0
1852,Habitacao,3,Ten. Tripulante_851,37.1,0,33.9,Nao,66.48,0
1853,Laboratorio,3,Ten. Tripulante_852,34.7,0,106.3,Nao,73.25,1
1854,Engenharia,3,Passag. Tripulante_853,,1,26.6,Nao,75.81,0
1855,Laboratorio,3,Ten. Tripulante_854,20.6,2,38.6,Nao,82.09,1
1856,Laboratorio,2,Passag. Tripulante_855,23.9,0,2.5,Sim,119.76,1
1857,Comando,3,Ten. Tripulante_856,22.7,0,0.1,Sim,86.39,1
1858,Habitacao,2,Dra. Tripulante_857,42.0,1,14.0,Nao,129.08,0
1859,Habitacao,3,Dra. Tripulante_858,42.8,0,57.1,Nao,62.93,0
1860,Comando,3,Ten. Tripulante_859,37.4,1,6.5,Nao,92.1,0
1861,Habitacao,3,Passag. Tripulante_860,46.2,0,6.0,Nao,73.27,0
1862,Habitacao,3,Cap. Tripulante_861,,0,26.5,Nao,61.65,0
1863,Habitacao,1,Passag. Tripulante_862,52.0,3,52.2,Nao,186.53,0
1864,Laboratorio,3,Passag. Tripulante_863,50.3,3,62.3,Sim,90.78,1
1865,Laboratorio,3,Eng. Tripulante_864,40.8,1,9.8,Nao,69.67,0
1866,Habitacao,3,Passag. Tripulante_865,53.4,0,4.1,Nao,64.96,0
1867,Laboratorio,1,Passag. Tripulante_866,12.1,1,141.0,Sim,168.28,1
1868,Laboratorio,1,Passag. Tripulante_867,25.7,1,15.1,Nao,177.15,0
1869,Engenharia,1,Cap. Tripulante_868,23.2,2,96.0,Nao,182.78,1
1870,Engenharia,3,Eng. Tripulante_869,40.7,0,99.6,Sim,75.7,0
1871,Laboratorio,3,Passag. Tripulante_870,19.4,0,74.0,Sim,71.02,1
1872,Laboratorio,2,Passag. Tripulante_871,41.1,1,9.2,Nao,134.98,0
1873,Habitacao,3,Passag. Tripulante_872,48.4,2,86.2,Sim,66.87,1
1874,Laboratorio,3,Eng. Tripulante_873,40.3,0,73.3,Sim,80.31,1
1875,Comando,3,Passag. Tripulante_874,35.4,0,45.4,Sim,67.12,1
1876,Laboratorio,3,Eng. Tripulante_875,20.1,1,20.6,Nao,74.31,0
1877,Habitacao,3,Eng. Tripulante_876,,0,15.2,Nao,68.86,0
1878,Habitacao,3,Ten. Tripulante_877,47.0,0,6.5,Nao,69.44,0
1879,Comando,2,Passag. Tripulante_878,41.4,1,35.6,Sim,116.23,1
1880,Laboratorio,3,Ten. Tripulante_879,31.5,0,44.0,Nao,83.45,0
1881,Laboratorio,3,Eng. Tripulante_880,27.0,3,22.3,Sim,62.67,0
1882,Habitacao,3,Passag. Tripulante_881,7.7,0,32.3,Sim,62.6,1
1883,Comando,3,Ten. Tripulante_882,19.1,1,22.6,Nao,91.21,1
1884,Comando,3,Dra. Tripulante_883,54.9,2,51.2,Sim,79.78,1
1885,Habitacao,1,Dra. Tripulante_884,16.6,2,115.8,Nao,146.15,1
1886,Laboratorio,2,Passag. Tripulante_885,34.3,1,9.0,Nao,114.35,0
1887,Habitacao,1,Passag. Tripulante_886,,0,24.0,Sim,151.88,1
1888,Laboratorio,2,Eng. Tripulante_887,,0,7.6,Nao,110.49,0
1889,Comando,3,Passag. Tripulante_888,34.2,2,49.0,Nao,38.61,1
1890,Laboratorio,3,Passag. Tripulante_889,43.3,0,65.3,Nao,68.63,0
1891,Habitacao,1,Eng. Tripulante_890,32.1,1,134.3,Sim,158.58,1
1892,Engenharia,2,Passag. Tripulante_891,,1,16.3,Nao,120.6,0
1893,Engenharia,3,Passag. Tripulante_892,12.0,0,150.0,Sim,53.75,1
1894,Laboratorio,2,Passag. Tripulante_893,44.7,0,3.3,Nao,120.83,0
1895,Habitacao,3,Ten. Tripulante_894,29.9,1,46.2,Sim,65.85,1
1896,Laboratorio,3,Passag. Tripulante_895,41.3,1,2.9,Nao,85.02,0
1897,Laboratorio,3,Passag. Tripulante_896,37.3,0,112.1,Sim,84.11,1
1898,Engenharia,1,Cap. Tripulante_897,23.2,1,37.7,Sim,177.85,1
1899,Comando,2,Eng. Tripulante_898,34.7,1,55.3,Nao,116.73,1
1900,Comando,3,Dra. Tripulante_899,9.7,0,89.1,Nao,89.85,1
1901,Laboratorio,3,Ten. Tripulante_900,39.2,0,8.1,Nao,54.47,0
1902,Comando,1,Passag. Tripulante_901,35.6,1,2.0,Nao,155.96,1
1903,Laboratorio,3,Dra. Tripulante_902,39.7,2,105.5,Sim,69.16,1
1904,Habitacao,1,Eng. Tripulante_903,44.7,1,18.9,Nao,192.54,0
1905,Laboratorio,3,Passag. Tripulante_904,36.4,1,6.9,Nao,67.98,0
1906,Engenharia,2,Dra. Tripulante_905,33.8,0,31.6,Sim,118.17,1
1907,Engenharia,3,Passag. Tripulante_906,21.4,0,45.6,Nao,55.58,0
1908,Laboratorio,2,Ten. Tripulante_907,23.5,0,1.6,Nao,129.46,0
1909,Laboratorio,2,Eng. Tripulante_908,46.2,0,16.1,Nao,129.53,0
1910,Laboratorio,1,Eng. Tripulante_909,49.2,0,1.7,Nao,177.89,0
1911,Habitacao,2,Ten. Tripulante_910,29.1,1,27.3,Nao,113.71,0
1912,Laboratorio,3,Dra. Tripulante_911,32.6,0,112.7,Sim,62.93,1
1913,Habitacao,3,Passag. Tripulante_912,21.1,0,202.7,Sim,57.07,1
1914,Laboratorio,2,Passag. Tripulante_913,46.1,2,50.7,Nao,120.84,0
1915,Habitacao,2,Ten. Tripulante_914,40.0,0,8.8,Sim,109.2,1
1916,Laboratorio,3,Passag. Tripulante_915,,1,118.1,Sim,58.23,1
1917,Laboratorio,3,Passag. Tripulante_916,21.5,0,36.3,Nao,65.76,0
1918,Engenharia,3,Passag. Tripulante_917,27.5,0,8.3,Nao,65.11,0
1919,Habitacao,2,Eng. Tripulante_918,34.8,0,127.4,Sim,114.62,0
1920,Comando,2,Eng. Tripulante_919,39.8,0,70.8,Nao,124.66,0
1921,Engenharia,3,Eng. Tripulante_920,29.4,2,65.8,Nao,70.79,0
1922,Habitacao,1,Passag. Tripulante_921,21.5,1,61.8,Sim,167.12,1
1923,Engenharia,3,Passag. Tripulante_922,42.6,0,11.2,Nao,71.83,0
1924,Habitacao,2,Ten. Tripulante_923,40.7,1,11.8,Nao,110.08,0
1925,Laboratorio,3,Eng. Tripulante_924,21.0,0,58.3,Nao,71.05,0
1926,Comando,1,Passag. Tripulante_925,48.3,0,12.4,Nao,171.51,1
1927,Laboratorio,3,Passag. Tripulante_926,,2,28.9,Sim,54.97,1
1928,Habitacao,2,Passag. Tripulante_927,,0,76.2,Nao,129.96,0
1929,Habitacao,3,Passag. Tripulante_928,33.0,0,76.6,Sim,61.19,1
1930,Laboratorio,1,Eng. Tripulante_929,38.6,0,30.2,Nao,170.9,0
1931,Comando,3,Passag. Tripulante_930,21.7,0,78.6,Nao,81.64,1
1932,Engenharia,3,Passag. Tripulante_931,,2,91.2,Nao,79.26,0
1933,Engenharia,3,Dra. Tripulante_932,6.2,1,53.2,Sim,70.34,1
1934,Habitacao,3,Passag. Tripulante_933,42.5,0,13.0,Sim,66.38,1
1935,Laboratorio,3,Passag. Tripulante_934,13.3,3,16.0,Sim,79.48,1
1936,Laboratorio,3,Ten. Tripulante_935,50.0,1,18.9,Nao,76.75,0
1937,Comando,2,Passag. Tripulante_936,28.0,0,6.2,Sim,113.82,1
1938,Engenharia,3,Passag. Tripulante_937,29.5,0,16.0,Nao,62.05,0
1939,Comando,2,Passag. Tripulante_938,24.5,1,11.8,Sim,99.28,1
1940,Habitacao,1,Dra. Tripulante_939,28.5,1,30.4,Nao,171.54,1
1941,Laboratorio,1,Cap. Tripulante_940,49.0,0,119.5,Sim,169.17,1
1942,Habitacao,2,Passag. Tripulante_941,2.1,0,5.5,Nao,131.36,0
1943,Habitacao,3,Cap. Tripulante_942,47.3,1,63.7,Nao,73.59,0
1944,Engenharia,3,Passag. Tripulante_943,36.1,1,58.1,Nao,83.34,0
1945,Laboratorio,3,Passag. Tripulante_944,17.5,2,5.0,Nao,63.03,0
1946,Comando,3,Ten. Tripulante_945,19.1,0,127.9,Nao,81.38,1
1947,Comando,2,Passag. Tripulante_946,52.1,2,42.0,Nao,114.71,0
1948,Engenharia,1,Passag. Tripulante_947,20.7,0,22.6,Sim,177.78,1
1949,Engenharia,2,Eng. Tripulante_948,18.2,1,70.6,Sim,105.41,1
1950,Habitacao,2,Passag. Tripulante_949,45.6,1,14.9,Nao,122.35,0
1951,Habitacao,1,Passag. Tripulante_950,36.1,0,59.1,Nao,150.15,1
1952,Habitacao,2,Passag. Tripulante_951,,1,2.0,Nao,117.33,0
1953,Laboratorio,3,Passag. Tripulante_952,34.6,0,91.4,Sim,74.4,1
1954,Engenharia,3,Eng. Tripulante_953,19.7,1,29.7,Sim,64.79,1
1955,Laboratorio,3,Passag. Tripulante_954,45.2,3,50.6,Sim,59.5,1
1956,Laboratorio,3,Passag. Tripulante_955,44.7,0,12.5,Sim,78.46,0
1957,Habitacao,3,Passag. Tripulante_956,38.4,2,56.5,Sim,68.97,0
1958,Comando,2,Passag. Tripulante_957,36.3,1,74.0,Sim,115.1,1
1959,Laboratorio,3,Cap. Tripulante_958,53.1,0,32.0,Sim,70.42,1
1960,Habitacao,3,Passag. Tripulante_959,32.0,1,48.1,Nao,96.37,0
1961,Comando,1,Ten. Tripulante_960,17.8,0,30.5,Sim,181.54,1
1962,Habitacao,2,Eng. Tripulante_961,37.4,1,112.3,Nao,131.63,0
1963,Laboratorio,3,Eng. Tripulante_962,57.0,0,34.4,Sim,74.36,1
1964,Laboratorio,2,Passag. Tripulante_963,19.8,0,92.2,Nao,121.66,0
1965,Laboratorio,3,Passag. Tripulante_964,27.7,2,80.8,Nao,46.04,0
1966,Laboratorio,3,Passag. Tripulante_965,37.0,1,26.4,Sim,63.21,1
1967,Habitacao,1,Passag. Tripulante_966,31.4,1,13.1,Nao,165.19,1
1968,Laboratorio,2,Passag. Tripulante_967,20.2,0,26.1,Sim,101.25,1
1969,Habitacao,2,Passag. Tripulante_968,45.5,2,87.5,Nao,108.43,0
1970,Habitacao,1,Eng. Tripulante_969,59.8,0,12.9,Sim,150.19,1
1971,Habitacao,1,Eng. Tripulante_970,34.4,1,37.2,Nao,169.62,1
1972,Engenharia,3,Ten. Tripulante_971,21.2,0,82.0,Nao,78.19,0
1973,Habitacao,2,Passag. Tripulante_972,13.4,0,21.8,Sim,131.07,1
1974,Laboratorio,3,Passag. Tripulante_973,,0,51.4,Nao,74.15,0
1975,Comando,2,Eng. Tripulante_974,45.2,1,14.1,Sim,110.37,1
